user_id,country_id,next_exam_type,marketing_source,signup_device,signup_os,activated,register_date
1092109,NULL,NULL,NULL,mobile,iOS,0,2017-10-30 14:47:08
1107515,US,NULL,NULL,mobile,Android,1,2017-12-16 02:34:02
1107345,RO,NULL,NULL,mobile,Android,1,2017-12-15 06:55:33
1093469,NULL,NULL,NULL,mobile,Android,0,2017-11-03 05:01:40
1125057,GB,NULL,facebook,mobile,Android,1,2018-02-24 16:23:37
1101794,CH,NULL,friends,desktop,Macintosh,1,2017-11-24 17:26:56
1103528,DE,NULL,students_work,NULL,NULL,1,2017-10-17 08:57:05
1125429,LV,NULL,friends,desktop,Macintosh,1,2018-02-26 10:13:47
1080120,UA,NULL,facebook,NULL,NULL,1,2017-10-01 12:30:55
1089944,NULL,NULL,NULL,mobile,Android,0,2017-10-26 03:17:55
1099270,PK,NULL,facebook,mobile,Android,1,2017-11-17 09:08:24
1122040,CA,NULL,advertisement,mobile,Android,1,2018-02-13 14:18:40
1084282,NULL,NULL,NULL,mobile,Android,1,2017-10-12 00:21:45
1081335,SA,NULL,press_online,mobile,Android,1,2017-10-04 09:48:09
1091692,MV,NULL,facebook,mobile,Android,1,2017-10-29 16:29:18
1106536,US,shelf-surgery,friends,mobile,iOS,1,2017-12-11 17:52:40
1083971,CM,NULL,facebook,mobile,Android,1,2017-10-11 04:46:08
1082102,AU,NULL,conference,desktop,Macintosh,1,2017-10-06 03:08:07
1101920,JO,NULL,advertisement,mobile,iOS,1,2017-11-25 05:44:03
1108825,TR,NULL,NULL,desktop,Windows,1,2017-12-22 08:04:17
1095173,MX,NULL,advertisement,mobile,iOS,1,2017-11-07 16:12:48
1105534,IN,NULL,NULL,mobile,iOS,1,2017-12-07 14:39:10
1116160,PK,NULL,NULL,mobile,Android,1,2018-01-19 17:04:08
1085882,US,shelf-surgery,NULL,tablet,iOS,1,2017-10-16 18:03:48
1123324,US,NULL,advertisement,desktop,Windows,1,2018-02-18 05:55:05
1115901,MA,NULL,facebook,desktop,Macintosh,1,2018-01-18 15:01:00
1116140,NULL,NULL,NULL,desktop,Windows,1,2018-01-19 15:44:20
1095002,KE,NULL,advertisement,mobile,Android,1,2017-11-07 10:20:00
1125699,NULL,NULL,NULL,mobile,iOS,0,2018-02-27 11:21:39
1124096,IN,NULL,facebook,mobile,Android,1,2018-02-20 17:28:54
1124500,AU,NULL,friends,desktop,Macintosh,1,2018-02-22 08:22:23
1091053,IN,NULL,advertisement,NULL,NULL,1,2017-10-28 10:13:58
1103673,HR,NULL,NULL,mobile,Android,1,2017-11-30 11:19:50
1121525,NULL,NULL,NULL,mobile,Android,0,2018-02-11 14:02:25
1089322,IN,NULL,advertisement,mobile,Android,1,2017-10-25 03:06:27
1085929,BG,NULL,NULL,NULL,NULL,1,2017-10-15 08:42:28
1096387,PK,NULL,NULL,mobile,Android,1,2017-11-10 03:33:25
1104089,GB,NULL,facebook,tablet,iOS,1,2017-12-01 23:57:07
1120714,RW,NULL,NULL,mobile,Android,1,2018-02-07 11:15:12
1102834,EC,NULL,press_online,mobile,Android,1,2017-11-27 18:39:59
1093902,AF,NULL,NULL,mobile,iOS,1,2017-11-04 11:32:28
1124226,NULL,NULL,NULL,desktop,Windows,0,2018-02-21 06:52:21
1123428,PT,NULL,facebook,mobile,Android,1,2018-02-18 14:44:10
1085298,NULL,NULL,NULL,mobile,Android,0,2017-10-15 03:57:56
1103671,RO,NULL,NULL,mobile,Android,1,2017-11-30 11:05:09
1111805,NULL,NULL,NULL,mobile,Android,1,2018-01-03 12:29:50
1121172,US,NULL,NULL,desktop,Windows,1,2018-02-09 14:14:54
1113346,KG,NULL,NULL,mobile,Android,1,2018-01-09 08:26:58
1087285,US,NULL,advertisement,mobile,Android,1,2017-10-20 20:27:25
1080763,UA,NULL,google,mobile,BlackBerry,1,2017-10-02 22:26:18
1107098,EG,NULL,facebook,mobile,Android,1,2017-12-13 23:20:31
1100973,NP,NULL,NULL,mobile,Android,1,2017-11-22 05:57:14
1114232,MX,NULL,facebook,desktop,Windows,1,2018-01-11 22:16:40
1087897,NULL,NULL,NULL,mobile,Android,0,2017-10-22 17:26:43
1091880,NULL,NULL,NULL,mobile,Android,0,2017-10-30 02:02:07
1118070,DE,NULL,friends,mobile,iOS,1,2018-01-28 06:21:07
1124869,JO,NULL,NULL,mobile,Android,1,2018-02-23 20:01:26
1082556,IN,NULL,NULL,mobile,Android,1,2017-10-07 08:24:25
1113193,DZ,NULL,facebook,NULL,NULL,1,2018-01-08 20:58:31
1096473,LV,NULL,NULL,tablet,iOS,1,2017-11-10 09:59:41
1112750,CL,NULL,facebook,mobile,Android,1,2018-01-07 03:54:22
1124254,NULL,NULL,NULL,mobile,Android,0,2018-02-21 09:33:19
1085245,NULL,NULL,NULL,NULL,NULL,0,2017-10-14 23:33:53
1089853,NULL,NULL,NULL,mobile,Android,0,2017-10-25 21:43:44
1118686,KE,NULL,friends,mobile,Android,1,2018-01-30 11:22:53
1088308,GH,NULL,NULL,tablet,Android,1,2017-10-23 16:30:36
1103182,UA,NULL,NULL,mobile,Android,1,2017-11-28 18:36:32
1106663,IN,NULL,advertisement,mobile,Android,1,2017-12-12 05:38:45
1088175,TN,NULL,facebook,mobile,Android,1,2017-10-23 11:26:36
1115790,MX,NULL,NULL,mobile,Android,1,2018-01-18 03:42:40
1115768,AU,NULL,google,desktop,Macintosh,1,2018-01-18 00:55:39
1124617,LV,NULL,NULL,desktop,Macintosh,1,2018-02-22 18:56:50
1110292,NULL,NULL,NULL,mobile,Android,0,2017-12-28 18:53:46
1104699,IN,NULL,university,mobile,Android,1,2017-12-04 11:26:01
1101986,LV,NULL,friends,desktop,Macintosh,1,2017-11-25 10:08:15
1112781,GE,NULL,facebook,mobile,Android,1,2018-01-07 09:17:03
1113260,US,shelf-surgery,NULL,desktop,Macintosh,1,2018-01-09 00:32:33
1090009,US,step-1,google,mobile,Android,1,2017-10-26 06:23:32
1119457,US,step-1,google,desktop,Macintosh,1,2018-02-02 12:50:50
1093483,NULL,NULL,NULL,mobile,Android,0,2017-11-03 06:08:55
1125640,VE,NULL,NULL,mobile,iOS,1,2018-02-27 03:59:49
1090113,NULL,NULL,NULL,mobile,iOS,0,2017-10-26 10:37:28
1122591,LV,NULL,friends,desktop,Macintosh,1,2018-02-15 18:24:28
1097226,TR,NULL,NULL,mobile,iOS,1,2017-11-12 07:59:44
1100138,BG,NULL,facebook,desktop,Windows,1,2017-11-19 18:06:34
1089568,IN,NULL,advertisement,mobile,Android,1,2017-10-25 12:18:45
1098694,IT,NULL,facebook,desktop,Windows,1,2017-11-15 21:59:11
1097898,US,NULL,NULL,tablet,iOS,1,2017-11-14 01:29:32
1096080,ID,NULL,NULL,mobile,Android,1,2017-11-09 13:53:39
1081855,SA,NULL,NULL,mobile,iOS,1,2017-10-05 13:47:57
1106146,NULL,NULL,NULL,mobile,Android,0,2017-12-10 05:37:29
1090340,BG,NULL,NULL,mobile,iOS,1,2017-10-26 19:33:34
1116583,AF,NULL,friends,mobile,Android,1,2018-01-21 16:16:11
1118415,US,NULL,friends,desktop,Windows,1,2018-01-29 15:58:39
1106582,PT,NULL,friends,desktop,Windows,1,2017-12-11 21:31:17
1080130,BO,NULL,facebook,mobile,Android,1,2017-10-01 12:47:47
1085571,MT,NULL,facebook,desktop,Macintosh,1,2017-10-15 22:06:04
1105254,IQ,NULL,NULL,mobile,iOS,1,2017-12-06 10:18:15
1091766,UA,NULL,NULL,mobile,Android,1,2017-10-29 19:06:19
1121405,NULL,NULL,NULL,desktop,Macintosh,0,2018-02-10 19:37:54
1082247,KE,NULL,facebook,desktop,Windows,1,2017-10-06 12:03:03
1095060,NULL,NULL,NULL,mobile,iOS,0,2017-11-07 13:27:26
1093996,NULL,NULL,NULL,mobile,Android,0,2017-11-04 17:43:17
1120068,CZ,NULL,NULL,desktop,Macintosh,1,2018-02-04 19:15:12
1084018,US,NULL,NULL,mobile,Android,1,2017-10-11 08:38:13
1087494,GB,NULL,advertisement,mobile,Android,1,2017-10-21 12:27:36
1125802,NULL,NULL,NULL,mobile,Android,0,2018-02-27 17:44:54
1101048,TW,NULL,advertisement,mobile,iOS,1,2017-11-22 12:03:19
1081051,PE,NULL,friends,desktop,Windows,1,2017-10-03 15:39:42
1102635,UA,NULL,NULL,mobile,Android,1,2017-11-27 07:51:27
1124699,NULL,NULL,NULL,mobile,Android,0,2018-02-23 06:10:12
1097678,IN,NULL,youtube,mobile,Android,1,2017-11-13 11:54:04
1083113,US,NULL,NULL,mobile,iOS,1,2017-10-08 21:56:41
1089760,LV,NULL,friends,desktop,Windows,1,2017-10-25 17:56:05
1120985,US,NULL,NULL,mobile,Android,1,2018-02-08 14:40:20
1105071,RO,NULL,facebook,desktop,Windows,1,2017-12-05 16:22:24
1107772,NULL,NULL,NULL,NULL,NULL,0,2017-12-17 12:13:15
1110439,PH,NULL,NULL,mobile,Android,1,2017-12-29 06:25:37
1124382,LV,NULL,NULL,desktop,Windows,1,2018-02-21 18:44:40
1105055,LT,NULL,friends,desktop,Windows,1,2017-12-05 15:00:30
1112711,NULL,NULL,NULL,NULL,NULL,1,2018-01-06 22:17:11
1119883,EC,NULL,university,desktop,Macintosh,1,2018-02-04 04:11:11
1097127,PE,NULL,facebook,mobile,iOS,1,2017-11-12 00:16:19
1121714,AU,NULL,facebook,mobile,iOS,1,2018-02-12 09:49:03
1082197,NULL,NULL,NULL,mobile,iOS,0,2017-10-06 09:10:58
1111320,TR,NULL,university,desktop,Windows,1,2018-01-01 23:08:53
1109834,RO,NULL,NULL,mobile,iOS,1,2017-12-27 10:05:38
1121627,RO,NULL,NULL,mobile,iOS,1,2018-02-11 23:13:16
1099960,CH,NULL,NULL,desktop,Macintosh,1,2017-11-19 07:55:07
1097782,RU,NULL,press_online,desktop,Macintosh,1,2017-11-13 17:02:54
1083186,GH,NULL,NULL,mobile,Android,1,2017-10-09 03:02:17
1124133,IE,NULL,NULL,desktop,Macintosh,1,2018-02-20 19:20:07
1095912,NP,NULL,NULL,mobile,Android,1,2017-11-09 05:03:50
1103583,US,step-1,facebook,desktop,Windows,1,2017-11-29 23:54:20
1117278,NULL,NULL,NULL,mobile,Android,0,2018-01-24 15:28:24
1120981,PK,NULL,NULL,mobile,Android,1,2018-02-08 14:22:30
1119554,NULL,NULL,NULL,mobile,Android,0,2018-02-02 19:42:59
1109557,LV,NULL,NULL,mobile,Android,1,2017-12-26 07:47:25
1088922,LV,NULL,friends,desktop,Macintosh,1,2017-10-24 13:39:02
1095853,US,NULL,press_online,mobile,iOS,1,2017-11-08 23:02:54
1108034,NULL,NULL,NULL,desktop,Macintosh,1,2017-12-18 15:14:27
1090413,HK,NULL,facebook,desktop,Macintosh,1,2017-10-27 00:09:55
1089817,RO,NULL,NULL,desktop,Windows,1,2017-10-25 20:08:11
1123671,LV,NULL,friends,tablet,iOS,1,2018-02-19 11:44:49
1104705,BR,NULL,facebook,desktop,Windows,1,2017-12-04 11:54:39
1089070,NULL,NULL,NULL,tablet,Android,1,2017-10-24 16:30:06
1115267,RO,NULL,friends,mobile,Android,1,2018-01-16 10:10:43
1104505,LB,NULL,youtube,desktop,Windows,1,2017-12-03 16:07:46
1098603,IT,NULL,facebook,desktop,Windows,1,2017-11-15 16:52:09
1102173,MD,NULL,NULL,mobile,Android,1,2017-11-25 19:09:23
1110118,US,step-1,facebook,mobile,Android,1,2017-12-28 11:02:13
1123368,AU,NULL,friends,NULL,NULL,1,2018-02-18 10:09:56
1118583,IQ,NULL,facebook,mobile,iOS,1,2018-01-30 04:24:02
1096576,PT,NULL,friends,mobile,iOS,1,2017-11-10 14:08:28
1094750,LV,NULL,NULL,mobile,iOS,1,2017-11-06 19:54:16
1102975,NULL,NULL,NULL,mobile,Android,1,2017-11-28 07:26:24
1098478,IN,NULL,friends,mobile,Android,1,2017-11-15 11:28:15
1121675,LK,NULL,NULL,tablet,iOS,1,2018-02-12 07:20:25
1110543,NULL,NULL,NULL,mobile,iOS,0,2017-12-29 12:59:12
1113717,RO,NULL,friends,mobile,iOS,1,2018-01-10 06:11:51
1104762,US,step-2,friends,tablet,iOS,1,2017-12-04 15:29:25
1102754,ET,NULL,NULL,mobile,Android,1,2017-11-27 14:34:44
1098432,NULL,NULL,NULL,mobile,Android,0,2017-11-15 08:40:54
1091696,DZ,NULL,facebook,mobile,Android,1,2017-10-29 16:33:58
1113009,NULL,NULL,NULL,mobile,Android,0,2018-01-08 07:24:48
1084837,UA,NULL,facebook,desktop,Windows,1,2017-10-13 18:28:42
1118699,BG,NULL,advertisement,desktop,Windows,1,2018-01-30 12:08:18
1099259,LV,NULL,university,desktop,Macintosh,1,2017-11-17 08:24:37
1111457,JO,NULL,facebook,mobile,iOS,1,2018-01-02 10:26:55
1098261,IN,NULL,NULL,mobile,Android,1,2017-11-14 19:58:41
1088369,MM,NULL,NULL,mobile,Android,1,2017-10-23 19:01:13
1086929,NULL,NULL,NULL,desktop,Macintosh,0,2017-10-19 17:27:53
1102596,NULL,NULL,NULL,desktop,Windows,0,2017-11-27 04:36:31
1097566,PT,NULL,NULL,mobile,Android,1,2017-11-13 04:18:40
1117863,EG,NULL,facebook,mobile,Android,1,2018-01-27 03:51:28
1115027,TR,NULL,NULL,mobile,iOS,1,2018-01-15 13:47:36
1101021,CH,NULL,friends,tablet,iOS,1,2017-11-22 09:36:57
1094504,MY,NULL,NULL,mobile,Android,1,2017-11-06 03:29:06
1095362,US,shelf-surgery,facebook,mobile,iOS,1,2017-11-08 00:17:43
1108514,US,shelf-surgery,NULL,desktop,Macintosh,1,2017-12-20 16:45:25
1097536,PT,NULL,friends,mobile,Android,1,2017-11-13 01:14:06
1081113,PE,NULL,NULL,mobile,Android,1,2017-10-03 18:48:59
1105477,SI,NULL,friends,desktop,Windows,1,2017-12-07 07:50:29
1101527,ZA,NULL,NULL,mobile,iOS,1,2017-11-23 20:04:58
1085717,DE,NULL,university,mobile,Android,1,2017-10-16 08:25:44
1094414,UA,NULL,facebook,mobile,Android,1,2017-11-05 20:28:34
1118590,AU,NULL,advertisement,mobile,iOS,1,2018-01-30 04:37:51
1114113,NULL,NULL,NULL,mobile,Android,0,2018-01-11 14:16:49
1120125,PH,NULL,NULL,mobile,Android,1,2018-02-05 00:48:25
1105078,LV,NULL,NULL,desktop,Windows,1,2017-12-05 16:33:26
1100753,LK,NULL,facebook,tablet,Android,1,2017-11-21 14:04:11
1109016,PL,NULL,NULL,desktop,Windows,1,2017-12-23 13:15:05
1119754,NULL,NULL,NULL,mobile,Android,0,2018-02-03 16:28:00
1116581,RU,NULL,NULL,desktop,Windows,1,2018-01-21 16:10:42
1082943,ZZ,NULL,advertisement,mobile,Android,1,2017-10-08 11:08:15
1116075,AE,NULL,google,desktop,Windows,1,2018-01-19 10:31:58
1095564,LV,NULL,friends,desktop,Windows,1,2017-11-08 10:48:25
1098355,US,NULL,facebook,mobile,iOS,1,2017-11-15 02:45:59
1121987,PH,NULL,NULL,mobile,Android,1,2018-02-13 11:10:29
1117294,KE,NULL,friends,mobile,Android,1,2018-01-24 16:56:28
1100083,PT,NULL,friends,desktop,Windows,1,2017-11-19 15:21:32
1091274,NULL,NULL,NULL,desktop,Windows,0,2017-10-28 20:10:32
1085313,ZA,NULL,NULL,mobile,iOS,1,2017-10-15 05:11:34
1080816,NULL,NULL,NULL,tablet,Android,0,2017-10-03 02:02:51
1092863,LV,NULL,university,desktop,Windows,1,2017-11-01 14:22:26
1100635,NULL,NULL,NULL,mobile,Android,0,2017-11-21 05:48:46
1088910,NULL,NULL,NULL,desktop,Windows,0,2017-10-24 13:25:25
1121550,NULL,NULL,NULL,mobile,Android,0,2018-02-11 15:46:02
1102228,UA,NULL,facebook,mobile,Android,1,2017-11-26 00:17:42
1088940,PK,NULL,facebook,desktop,Windows,1,2017-10-24 14:07:50
1110919,NULL,NULL,NULL,mobile,iOS,0,2017-12-31 00:23:50
1092130,LV,NULL,university,desktop,Macintosh,1,2017-10-30 15:39:49
1091959,SA,NULL,friends,mobile,Android,1,2017-10-30 06:58:34
1088150,TW,NULL,NULL,mobile,Android,1,2017-10-23 10:12:42
1112005,CR,NULL,advertisement,mobile,Android,1,2018-01-04 02:35:23
1082477,AU,NULL,other,desktop,Macintosh,1,2017-10-07 02:27:00
1092592,IQ,NULL,friends,tablet,iOS,1,2017-10-31 19:47:05
1126050,US,step-2,NULL,tablet,iOS,1,2018-02-28 18:53:46
1086649,PL,NULL,google,desktop,Windows,1,2017-10-18 23:09:59
1093506,DE,NULL,friends,NULL,NULL,1,2017-10-16 14:19:14
1113850,ES,NULL,NULL,mobile,Android,1,2018-01-10 16:15:11
1083029,NP,NULL,facebook,mobile,Android,1,2017-10-08 16:50:43
1123872,VE,NULL,NULL,desktop,Windows,1,2018-02-20 01:20:01
1100766,UA,NULL,facebook,desktop,Windows,1,2017-11-21 15:08:48
1087875,AL,NULL,friends,mobile,Android,1,2017-10-22 16:18:59
1117186,SG,NULL,NULL,mobile,iOS,1,2018-01-24 07:25:11
1100418,NULL,NULL,NULL,desktop,Macintosh,0,2017-11-20 15:00:14
1107540,RW,NULL,NULL,mobile,Android,1,2017-12-16 07:56:29
1119184,AU,NULL,google,mobile,iOS,1,2018-02-01 13:27:50
1123369,LV,NULL,university,desktop,Windows,1,2018-02-18 10:14:11
1109049,US,step-1,NULL,desktop,Macintosh,1,2017-12-23 16:55:52
1118672,AU,NULL,NULL,desktop,Macintosh,1,2018-01-30 10:21:38
1107765,RO,NULL,NULL,mobile,Android,1,2017-12-17 11:31:21
1092619,NULL,NULL,NULL,NULL,NULL,0,2017-10-31 21:23:23
1119987,RU,NULL,NULL,mobile,Android,1,2018-02-04 14:06:53
1086585,US,shelf-psychiatry,NULL,desktop,Windows,1,2017-10-18 19:31:27
1087016,US,NULL,NULL,mobile,Android,1,2017-10-20 00:17:29
1090718,NULL,NULL,NULL,desktop,Windows,0,2017-10-27 15:08:18
1096038,EG,NULL,NULL,mobile,iOS,1,2017-11-09 12:04:14
1116918,US,shelf-obstetrics-gynecology,NULL,desktop,Macintosh,1,2018-01-23 04:21:49
1083750,PE,NULL,NULL,mobile,Android,1,2017-10-10 13:37:12
1109065,LT,NULL,NULL,mobile,Android,1,2017-12-23 18:55:01
1086212,PK,NULL,NULL,mobile,Android,1,2017-10-17 17:43:37
1113413,BR,NULL,NULL,desktop,Macintosh,1,2018-01-09 11:58:52
1107113,US,shelf-psychiatry,NULL,tablet,iOS,1,2017-12-14 01:01:08
1082057,HN,NULL,facebook,mobile,Android,1,2017-10-06 00:22:17
1110832,RO,NULL,NULL,mobile,Android,1,2017-12-30 15:54:58
1083775,NULL,NULL,NULL,mobile,Android,1,2017-10-10 14:54:25
1100838,NULL,NULL,NULL,NULL,NULL,0,2017-11-21 17:44:02
1093977,BO,NULL,facebook,tablet,Android,1,2017-11-04 16:20:38
1104040,EC,NULL,press_online,desktop,Windows,1,2017-12-01 19:45:47
1115625,NULL,NULL,NULL,NULL,NULL,0,2018-01-17 12:57:32
1089970,NULL,NULL,NULL,mobile,Android,0,2017-10-26 04:21:57
1099223,IN,NULL,NULL,mobile,Android,1,2017-11-17 05:52:00
1084988,MN,NULL,google,desktop,Windows,1,2017-10-14 05:42:20
1098327,CO,NULL,facebook,desktop,Windows,1,2017-11-15 00:21:24
1116888,EG,NULL,NULL,mobile,Android,1,2018-01-22 23:09:30
1124345,LV,NULL,friends,desktop,Macintosh,1,2018-02-21 15:20:45
1094399,CY,NULL,friends,desktop,Macintosh,1,2017-11-05 19:25:51
1106844,NULL,NULL,NULL,NULL,NULL,0,2017-12-12 20:08:18
1099166,NULL,NULL,NULL,mobile,Android,0,2017-11-17 01:00:22
1086297,AU,NULL,friends,desktop,Macintosh,1,2017-10-17 22:14:55
1110853,US,NULL,friends,desktop,Macintosh,1,2017-12-30 18:01:29
1081286,AL,NULL,NULL,desktop,Windows,1,2017-10-04 07:26:05
1092251,US,NULL,NULL,desktop,Windows,1,2017-10-30 21:37:30
1096808,BD,NULL,advertisement,mobile,Android,1,2017-11-11 08:10:14
1094875,TH,NULL,youtube,desktop,Windows,1,2017-11-07 03:55:13
1093482,NULL,NULL,NULL,NULL,NULL,0,2017-11-03 06:07:03
1124415,NULL,NULL,NULL,mobile,Android,1,2018-02-21 21:07:50
1099261,LV,NULL,facebook,desktop,Macintosh,1,2017-11-17 08:33:11
1098156,NULL,NULL,NULL,desktop,Windows,0,2017-11-14 15:36:59
1080233,IN,NULL,NULL,mobile,iOS,1,2017-10-01 18:30:17
1125157,IN,NULL,google,desktop,Windows,1,2018-02-25 02:17:13
1113883,US,NULL,NULL,mobile,Android,1,2018-01-10 17:55:48
1089045,LV,NULL,friends,desktop,Windows,1,2017-10-24 15:51:08
1125588,US,shelf-neurology,facebook,desktop,Windows,1,2018-02-26 21:23:20
1097723,BG,NULL,friends,desktop,Windows,1,2017-11-13 14:18:12
1108572,IQ,NULL,NULL,mobile,Android,1,2017-12-20 22:43:16
1123035,AU,NULL,friends,desktop,Macintosh,1,2018-02-17 06:00:55
1102742,NULL,NULL,NULL,mobile,Android,0,2017-11-27 13:48:35
1091864,NE,NULL,facebook,mobile,Android,1,2017-10-30 01:18:46
1119544,NULL,NULL,NULL,mobile,iOS,0,2018-02-02 18:49:58
1091894,AU,NULL,friends,desktop,Windows,1,2017-10-30 03:51:42
1103549,US,NULL,NULL,mobile,Android,1,2017-11-29 20:42:35
1092761,IN,NULL,NULL,mobile,Android,1,2017-11-01 09:48:38
1111622,NULL,NULL,NULL,NULL,NULL,0,2018-01-02 20:43:46
1083565,MX,NULL,NULL,desktop,Windows,1,2017-10-09 23:21:56
1123971,DE,NULL,students_work,NULL,NULL,1,2018-02-20 10:34:38
1109974,US,NULL,facebook,mobile,Android,1,2017-12-27 21:26:02
1115396,RO,NULL,facebook,mobile,iOS,1,2018-01-16 16:32:14
1100923,US,NULL,google,desktop,Windows,1,2017-11-22 00:06:11
1110921,NG,NULL,google,mobile,Android,1,2017-12-31 00:29:07
1102618,PK,NULL,NULL,mobile,Android,1,2017-11-27 06:49:47
1117627,LK,NULL,facebook,mobile,Android,1,2018-01-26 01:16:34
1094856,MX,NULL,advertisement,desktop,Macintosh,1,2017-11-07 02:42:07
1081990,NULL,NULL,NULL,mobile,Android,0,2017-10-05 21:04:19
1094644,SA,NULL,NULL,mobile,Android,1,2017-11-06 13:36:20
1108239,NG,NULL,advertisement,mobile,Android,1,2017-12-19 10:48:12
1122927,NULL,NULL,NULL,NULL,NULL,0,2018-02-16 17:52:46
1112568,NULL,NULL,NULL,mobile,Android,0,2018-01-06 11:17:07
1106257,ID,NULL,facebook,desktop,Windows,1,2017-12-10 16:12:38
1104114,NULL,NULL,NULL,mobile,Android,1,2017-12-02 02:12:37
1108174,CA,NULL,NULL,mobile,Android,1,2017-12-19 04:02:18
1096809,NULL,NULL,NULL,mobile,Android,1,2017-11-11 08:12:37
1124795,IN,NULL,other,mobile,iOS,1,2018-02-23 14:23:19
1111017,IT,NULL,university,mobile,Android,1,2017-12-31 13:36:50
1112744,US,NULL,NULL,mobile,iOS,1,2018-01-07 02:44:40
1092980,US,NULL,NULL,desktop,Windows,1,2017-11-01 20:16:01
1095647,UA,NULL,NULL,desktop,Windows,1,2017-11-08 14:10:34
1109929,PT,NULL,NULL,desktop,Windows,1,2017-12-27 17:20:31
1081068,PK,NULL,NULL,mobile,iOS,1,2017-10-03 16:14:43
1091956,IN,NULL,advertisement,mobile,Android,1,2017-10-30 06:51:27
1110884,NULL,NULL,NULL,mobile,Android,0,2017-12-30 20:44:43
1083521,US,step-1,friends,desktop,Windows,1,2017-10-09 20:52:27
1106115,NULL,NULL,NULL,desktop,Windows,1,2017-12-09 23:50:24
1119882,NULL,NULL,NULL,NULL,NULL,0,2018-02-04 04:09:20
1117514,MY,NULL,google,mobile,Android,1,2018-01-25 16:08:21
1121539,SE,NULL,NULL,mobile,Android,1,2018-02-11 15:19:47
1110218,NULL,NULL,NULL,NULL,NULL,0,2017-12-28 15:34:32
1095063,JO,NULL,NULL,desktop,Windows,1,2017-11-07 13:39:19
1087496,ET,NULL,NULL,desktop,Windows,1,2017-10-21 12:28:32
1100193,IT,NULL,NULL,mobile,Android,1,2017-11-19 22:14:56
1097240,IN,NULL,NULL,mobile,iOS,1,2017-11-12 08:28:55
1115890,IN,NULL,NULL,mobile,Android,1,2018-01-18 14:48:23
1110558,UA,NULL,other,mobile,iOS,1,2017-12-29 13:43:25
1096250,ZW,NULL,facebook,tablet,Android,1,2017-11-09 19:16:46
1090468,CU,NULL,google,mobile,Android,1,2017-10-27 04:33:59
1108122,PK,NULL,friends,mobile,Android,1,2017-12-18 21:59:47
1104409,BY,NULL,advertisement,mobile,Android,1,2017-12-03 08:18:44
1109376,TW,NULL,NULL,mobile,Android,1,2017-12-25 17:27:37
1082599,NULL,NULL,NULL,mobile,iOS,0,2017-10-07 11:18:19
1108878,SA,NULL,NULL,mobile,Android,1,2017-12-22 13:41:52
1085461,CO,NULL,friends,desktop,Windows,1,2017-10-15 14:36:54
1085077,EG,NULL,NULL,mobile,iOS,1,2017-10-14 11:45:38
1081560,AU,NULL,other,desktop,Windows,1,2017-10-04 22:49:23
1125940,NULL,NULL,NULL,NULL,NULL,0,2018-02-28 08:43:18
1083422,RO,NULL,NULL,mobile,Android,1,2017-10-09 15:12:17
1112967,PA,NULL,NULL,mobile,Android,1,2018-01-08 02:37:38
1085552,MX,NULL,facebook,tablet,iOS,1,2017-10-15 19:59:43
1120995,US,step-1,NULL,desktop,Macintosh,1,2018-02-08 15:40:56
1116358,JO,NULL,NULL,desktop,Windows,1,2018-01-20 15:16:14
1106160,NULL,NULL,NULL,desktop,Windows,0,2017-12-10 08:42:04
1094975,NULL,NULL,NULL,mobile,Android,0,2017-11-07 08:46:06
1116469,IN,NULL,NULL,tablet,Android,1,2018-01-21 04:56:26
1102517,CH,NULL,other,NULL,NULL,1,2017-11-26 20:14:48
1103988,ID,NULL,NULL,desktop,Windows,1,2017-12-01 15:35:54
1098572,AZ,NULL,press_online,mobile,iOS,1,2017-11-15 15:50:17
1119835,DE,NULL,NULL,NULL,NULL,1,2017-10-19 16:36:09
1112506,PH,NULL,facebook,mobile,Android,1,2018-01-06 02:23:11
1118862,US,step-2,NULL,desktop,Macintosh,1,2018-01-31 03:19:49
1094734,IQ,NULL,youtube,mobile,Android,1,2017-11-06 19:15:13
1104202,NULL,NULL,NULL,mobile,Android,0,2017-12-02 12:26:32
1102576,IE,NULL,google,desktop,Macintosh,1,2017-11-27 02:37:32
1091078,MA,NULL,press_online,mobile,iOS,1,2017-10-28 11:26:57
1084057,NULL,NULL,NULL,NULL,NULL,0,2017-10-11 11:44:46
1119165,VE,NULL,advertisement,mobile,Android,1,2018-02-01 12:08:13
1083686,UG,NULL,facebook,mobile,Android,1,2017-10-10 09:41:43
1096727,NULL,NULL,NULL,mobile,Android,0,2017-11-10 23:53:31
1097365,US,step-1,friends,desktop,Windows,1,2017-11-12 14:34:09
1084339,PA,NULL,NULL,desktop,Macintosh,0,2017-10-12 04:31:48
1122756,IN,NULL,NULL,desktop,Windows,1,2018-02-16 07:43:34
1122141,IN,NULL,google,mobile,Android,1,2018-02-14 00:26:48
1113613,RO,NULL,facebook,desktop,Windows,1,2018-01-09 20:09:19
1122261,NULL,NULL,NULL,mobile,iOS,0,2018-02-14 16:19:13
1083340,EG,NULL,google,desktop,Windows,1,2017-10-09 11:38:45
1120897,SO,NULL,NULL,desktop,Windows,1,2018-02-08 07:30:15
1115083,US,shelf-surgery,NULL,desktop,Windows,1,2018-01-15 17:21:14
1116804,AF,NULL,NULL,mobile,Android,1,2018-01-22 15:52:41
