user_id,code_activation,access_start,access_end,days
1095509,2017-11-08 08:06:02,2017-11-08 08:06:02,2017-11-30 23:59:59,23
1095517,2017-11-08 08:24:03,2017-11-13 08:19:24,2017-12-01 23:59:59,89
1080507,2017-11-08 08:50:04,2017-11-08 08:50:04,2017-12-08 08:50:04,101
1095526,2017-11-08 08:59:14,2017-11-13 08:46:12,2018-11-13 08:46:12,10001
1095564,2017-11-08 10:51:15,2017-11-13 10:50:07,2017-11-30 23:59:59,18
1095567,2017-11-08 10:56:58,2017-11-13 10:54:23,2017-12-15 23:59:59,103
1093551,2017-11-08 11:10:41,2017-11-08 11:10:41,2017-12-08 11:10:41,101
1092779,2017-11-08 11:26:40,2017-11-08 11:26:40,2017-12-15 23:59:59,108
1095578,2017-11-08 11:39:44,2017-11-13 11:37:16,2017-12-01 23:59:59,89
1095581,2017-11-08 11:40:03,2017-11-13 11:37:57,2017-11-27 11:37:57,15
1095512,2017-11-08 11:41:52,2017-11-13 08:08:39,2017-12-13 08:08:39,101
1084204,2017-11-08 11:46:35,2017-12-20 00:00:03,2018-01-19 00:00:03,8900
1093087,2017-11-08 11:59:05,2017-11-08 11:59:05,2017-12-08 11:59:05,101
1095589,2017-11-08 12:06:05,2017-11-13 12:04:47,2017-11-27 12:04:47,15
1087133,2017-11-08 12:09:16,2017-11-08 12:09:16,2017-12-01 23:59:59,94
1090341,2017-11-08 12:26:49,2017-11-08 12:26:49,2018-11-08 12:26:49,10001
1084204,2017-11-08 13:00:38,2018-01-19 00:00:04,2018-02-18 00:00:04,100
1084278,2017-11-08 13:12:24,2017-11-08 13:12:24,2017-12-08 13:12:24,101
1095615,2017-11-08 13:20:04,2017-11-13 13:18:25,2017-12-01 23:59:59,89
1084482,2017-11-08 13:33:58,2017-11-08 13:33:58,2017-12-01 23:59:59,94
1095621,2017-11-08 13:34:34,2017-11-13 13:32:12,2017-12-15 23:59:59,103
1083000,2017-11-08 13:35:36,2017-11-08 13:35:36,2017-11-22 13:35:36,15
1095641,2017-11-08 13:57:56,2017-11-13 13:56:43,2017-12-01 23:59:59,89
1092725,2017-11-08 14:03:34,2017-11-08 14:03:34,2017-11-22 14:03:34,15
1095649,2017-11-08 14:17:00,2017-11-08 14:17:00,2018-11-08 14:17:00,10001
1089432,2017-11-08 14:28:34,2017-11-08 14:28:34,2017-11-30 23:59:59,23
1095656,2017-11-08 14:39:31,2017-11-13 14:32:59,2017-11-30 23:59:59,18
1095687,2017-11-08 16:26:12,2017-11-13 16:22:03,2017-12-01 23:59:59,89
1095690,2017-11-08 16:29:25,2017-11-13 16:27:53,2017-12-01 23:59:59,89
1095691,2017-11-08 16:33:05,2017-11-13 16:29:42,2017-11-30 23:59:59,18
1095692,2017-11-08 16:34:31,2017-11-13 16:32:53,2017-11-30 23:59:59,18
1095695,2017-11-08 16:37:39,2017-11-13 16:34:54,2017-11-30 23:59:59,18
1095696,2017-11-08 16:45:57,2017-11-13 16:40:59,2017-11-30 23:59:59,18
1095700,2017-11-08 16:48:26,2017-11-08 16:48:26,2018-11-08 16:48:26,10001
1095518,2017-11-08 16:59:44,2017-11-08 16:59:44,2018-11-08 16:59:44,10001
1089122,2017-11-08 17:17:28,2017-11-08 17:17:28,2017-11-30 23:59:59,23
1095713,2017-11-08 17:28:21,2017-11-08 17:28:21,2018-11-08 17:28:21,10001
1084049,2017-11-08 17:35:18,2017-11-08 17:35:18,2017-12-08 17:35:18,101
1095722,2017-11-08 17:58:41,2017-11-13 17:57:07,2017-11-30 23:59:59,18
1095727,2017-11-08 18:12:27,2017-11-13 18:09:10,2017-11-30 23:59:59,18
1095734,2017-11-08 18:16:37,2017-11-13 18:15:13,2017-11-30 23:59:59,18
1095733,2017-11-08 18:18:24,2017-11-13 18:14:50,2017-11-30 23:59:59,18
1095735,2017-11-08 18:19:05,2017-11-13 18:15:33,2017-11-30 23:59:59,18
1095737,2017-11-08 18:20:42,2017-11-13 18:16:52,2017-11-30 23:59:59,18
1095739,2017-11-08 18:21:09,2017-11-13 18:18:28,2017-11-30 23:59:59,18
1095740,2017-11-08 18:21:41,2017-11-13 18:19:44,2017-11-30 23:59:59,18
1095742,2017-11-08 18:23:24,2017-11-13 18:21:13,2017-12-01 23:59:59,89
1095729,2017-11-08 18:29:09,2017-11-13 18:27:55,2017-11-30 23:59:59,18
1095748,2017-11-08 18:30:49,2017-11-13 18:29:14,2017-11-30 23:59:59,18
1095749,2017-11-08 18:32:49,2017-11-13 18:31:46,2017-11-30 23:59:59,18
1095752,2017-11-08 18:37:18,2017-11-13 18:32:31,2017-11-30 23:59:59,18
1095757,2017-11-08 18:47:43,2017-11-13 18:44:59,2017-11-30 23:59:59,18
1095756,2017-11-08 19:00:14,2017-11-13 18:57:53,2017-12-01 23:59:59,89
1095760,2017-11-08 19:21:41,2017-11-13 19:03:38,2017-12-01 23:59:59,89
1095784,2017-11-08 20:05:19,2017-11-13 20:01:06,2017-12-01 23:59:59,89
1095785,2017-11-08 20:06:15,2017-11-13 20:03:28,2017-11-30 23:59:59,18
1095794,2017-11-08 20:21:56,2017-11-08 20:21:56,2018-11-08 20:21:56,10001
1095790,2017-11-08 20:22:14,2017-11-08 20:22:14,2018-11-08 20:22:14,10001
1089828,2017-11-08 20:40:55,2017-11-08 20:40:55,2017-11-22 20:40:55,15
1095811,2017-11-08 20:52:15,2017-11-13 20:50:15,2017-11-30 23:59:59,18
1095813,2017-11-08 20:53:58,2017-11-13 20:52:13,2018-11-13 20:52:13,10001
1095808,2017-11-08 20:55:01,2017-11-13 20:44:43,2017-11-30 23:59:59,18
1095812,2017-11-08 20:57:31,2017-11-13 20:49:55,2017-11-30 23:59:59,18
1093448,2017-11-08 20:58:01,2017-11-08 20:58:01,2017-12-08 20:58:01,101
1095825,2017-11-08 21:15:49,2017-11-13 21:13:32,2017-12-01 23:59:59,89
1095815,2017-11-08 21:16:36,2017-11-13 20:56:19,2017-12-01 23:59:59,89
1095828,2017-11-08 21:17:40,2017-11-13 21:14:49,2017-12-01 23:59:59,89
1095833,2017-11-08 21:23:08,2017-11-13 21:21:20,2017-12-01 23:59:59,89
1095823,2017-11-08 21:23:34,2017-11-13 21:22:02,2017-11-30 23:59:59,18
1095835,2017-11-08 21:25:28,2017-11-08 21:25:28,2018-11-08 21:25:28,10001
1086477,2017-11-08 21:46:01,2017-11-08 21:46:01,2017-12-09 21:46:01,102
1095841,2017-11-08 22:00:30,2017-11-13 21:56:19,2017-11-30 23:59:59,18
1095843,2017-11-08 22:05:46,2017-11-13 22:03:56,2017-11-30 23:59:59,18
1095849,2017-11-08 22:35:02,2017-11-08 22:35:02,2018-11-08 22:35:02,10001
1092391,2017-11-08 23:54:31,2017-11-08 23:54:31,2017-12-01 23:59:59,94
1095870,2017-11-08 23:57:46,2017-11-13 23:53:50,2017-12-01 23:59:59,89
1092681,2017-11-09 00:06:32,2017-11-09 00:06:32,2017-12-10 00:06:32,102
1095873,2017-11-09 00:50:02,2017-11-14 00:47:29,2017-12-01 23:59:59,88
1095888,2017-11-09 02:07:07,2017-11-14 02:05:28,2017-12-01 23:59:59,88
1095889,2017-11-09 02:16:29,2017-11-14 02:12:02,2017-12-01 23:59:59,88
1095895,2017-11-09 03:02:07,2017-11-14 02:58:39,2017-12-01 23:59:59,88
1085648,2017-11-09 03:11:32,2017-11-09 03:11:32,2017-11-23 03:11:32,15
1081799,2017-11-09 03:28:57,2017-11-09 03:28:57,2017-12-01 23:59:59,93
1095831,2017-11-09 05:25:06,2017-11-13 21:20:53,2017-11-30 23:59:59,18
1095919,2017-11-09 05:30:38,2017-11-14 05:29:29,2017-12-01 23:59:59,88
1095930,2017-11-09 06:40:26,2017-11-14 06:15:43,2017-12-01 23:59:59,88
1088632,2017-11-09 08:34:16,2017-11-09 08:34:16,2017-11-30 23:59:59,22
1095971,2017-11-09 08:35:12,2017-11-14 08:34:13,2017-11-30 23:59:59,17
1095993,2017-11-09 09:39:11,2017-11-14 09:35:26,2017-12-15 23:59:59,102
1093841,2017-11-09 09:50:38,2017-11-09 09:50:38,2017-12-09 09:50:38,101
1093664,2017-11-09 11:17:34,2017-11-09 11:17:34,2017-12-09 11:17:34,101
1096020,2017-11-09 11:24:07,2017-11-09 11:24:07,2018-11-09 11:24:07,10001
1096022,2017-11-09 11:25:05,2017-11-14 11:22:23,2017-11-30 23:59:59,17
1096028,2017-11-09 11:34:25,2017-11-09 11:34:25,2017-11-23 11:34:25,15
1096031,2017-11-09 11:40:16,2017-11-14 11:38:16,2017-11-30 23:59:59,17
1096025,2017-11-09 11:49:41,2017-11-14 11:26:01,2017-12-01 23:59:59,88
1095119,2017-11-09 12:08:16,2017-11-12 14:50:32,2017-11-30 23:59:59,19
1096043,2017-11-09 12:15:43,2017-11-09 12:15:43,2018-11-09 12:15:43,10001
1096041,2017-11-09 12:23:03,2017-11-14 12:15:48,2017-11-30 23:59:59,17
1095725,2017-11-09 12:23:34,2017-11-14 12:20:20,2017-11-30 23:59:59,17
1096051,2017-11-09 12:34:11,2017-11-14 12:32:18,2017-11-30 23:59:59,17
1096065,2017-11-09 13:22:43,2017-11-09 13:22:43,2018-11-09 13:22:43,10001
1093354,2017-11-09 13:25:00,2017-11-09 13:25:00,2017-11-30 23:59:59,22
1096066,2017-11-09 13:29:02,2017-11-14 13:26:44,2017-11-30 23:59:59,17
1096085,2017-11-09 14:07:09,2017-11-14 14:04:47,2017-11-30 23:59:59,17
1095852,2017-11-09 14:13:39,2017-11-13 22:56:04,2017-12-01 23:59:59,89
1096084,2017-11-09 14:14:11,2017-11-14 14:04:51,2017-11-30 23:59:59,17
1096095,2017-11-09 14:22:13,2017-11-14 14:20:28,2017-11-30 23:59:59,17
1096096,2017-11-09 14:24:25,2017-11-09 14:24:25,2018-11-09 14:24:25,10001
1096076,2017-11-09 14:40:56,2017-11-14 14:04:53,2017-11-28 14:04:53,15
1096101,2017-11-09 14:42:54,2017-11-14 14:32:19,2017-12-01 23:59:59,88
1096106,2017-11-09 14:45:36,2017-11-14 14:40:52,2017-12-01 23:59:59,88
1096105,2017-11-09 14:52:42,2017-11-14 14:41:08,2017-12-01 23:59:59,88
1096115,2017-11-09 15:03:24,2017-11-14 14:58:45,2017-11-30 23:59:59,17
1096122,2017-11-09 15:07:54,2017-11-14 15:06:05,2017-11-30 23:59:59,17
1096119,2017-11-09 15:12:03,2017-11-14 15:07:04,2017-11-30 23:59:59,17
1096130,2017-11-09 15:23:29,2017-11-09 15:23:29,2018-11-09 15:23:29,10001
1096139,2017-11-09 15:40:32,2017-11-09 15:40:32,2017-12-01 23:59:59,93
1096134,2017-11-09 15:40:56,2017-11-14 15:34:54,2017-12-01 23:59:59,88
1096155,2017-11-09 16:00:01,2017-11-09 16:00:01,2017-11-30 23:59:59,22
1096175,2017-11-09 16:44:01,2017-11-14 16:41:22,2017-11-30 23:59:59,17
1092739,2017-11-09 16:48:17,2017-11-09 16:48:17,2017-11-30 23:59:59,22
1096179,2017-11-09 16:53:37,2017-11-14 16:50:15,2017-12-01 23:59:59,88
1096184,2017-11-09 16:55:28,2017-11-09 16:55:28,2018-11-09 16:55:28,10001
1096188,2017-11-09 17:04:15,2017-11-14 17:00:16,2017-11-30 23:59:59,17
1088781,2017-11-09 17:08:50,2017-11-09 17:08:50,2017-11-30 23:59:59,22
1096194,2017-11-09 17:22:15,2017-11-14 17:19:11,2017-12-15 23:59:59,102
1096197,2017-11-09 17:29:35,2017-11-14 17:27:12,2017-11-30 23:59:59,17
1096208,2017-11-09 17:56:36,2017-11-14 17:48:55,2017-12-01 23:59:59,88
1096212,2017-11-09 17:58:48,2017-11-14 17:55:05,2017-12-01 23:59:59,88
1093504,2017-11-09 18:00:28,2017-11-11 14:25:42,2017-11-30 23:59:59,20
1096213,2017-11-09 18:01:19,2017-11-14 17:58:15,2017-11-30 23:59:59,17
1095818,2017-11-09 18:05:48,2017-11-14 18:02:01,2017-12-15 23:59:59,102
1096217,2017-11-09 18:17:10,2017-11-09 18:17:10,2018-11-09 18:17:10,10001
1096221,2017-11-09 18:19:26,2017-11-14 18:16:34,2017-11-30 23:59:59,17
1096219,2017-11-09 18:21:09,2017-11-14 18:18:12,2017-11-30 23:59:59,17
1096231,2017-11-09 18:27:46,2017-11-14 18:25:50,2017-11-30 23:59:59,17
1096244,2017-11-09 19:10:39,2017-11-14 19:09:24,2017-11-30 23:59:59,17
1096237,2017-11-09 19:12:48,2017-11-14 19:11:22,2017-11-30 23:59:59,17
1096247,2017-11-09 19:15:17,2017-11-14 19:13:01,2017-11-30 23:59:59,17
1096248,2017-11-09 19:18:12,2017-11-14 19:15:17,2017-11-30 23:59:59,17
1093350,2017-11-09 19:20:44,2017-11-09 19:20:44,2017-11-30 23:59:59,22
1096227,2017-11-09 19:22:23,2017-11-14 18:25:21,2017-11-30 23:59:59,17
1092639,2017-11-09 19:39:30,2017-11-09 19:39:30,2018-11-09 19:39:30,10001
1096269,2017-11-09 19:57:07,2017-11-09 19:57:07,2018-11-09 19:57:07,10001
1096273,2017-11-09 20:16:05,2017-11-14 20:14:47,2017-11-30 23:59:59,17
1096274,2017-11-09 20:17:46,2017-11-14 20:16:08,2017-11-30 23:59:59,17
1096233,2017-11-09 20:20:23,2017-11-14 20:12:50,2017-12-01 23:59:59,88
1091019,2017-11-09 20:25:58,2017-11-09 20:25:58,2017-11-30 23:59:59,22
1096278,2017-11-09 20:26:59,2017-11-09 20:26:59,2018-11-09 20:26:59,10001
1096279,2017-11-09 20:30:48,2017-11-14 20:28:16,2017-11-30 23:59:59,17
1096283,2017-11-09 20:38:37,2017-11-09 20:38:37,2018-11-09 20:38:37,10001
1096306,2017-11-09 22:01:03,2017-11-14 21:58:39,2017-12-01 23:59:59,88
1096309,2017-11-09 22:07:34,2017-11-14 22:05:35,2017-12-15 23:59:59,102
1094654,2017-11-09 22:08:40,2017-11-11 14:22:59,2017-12-15 23:59:59,105
1096310,2017-11-09 22:09:43,2017-11-14 22:07:42,2017-12-15 23:59:59,102
1096313,2017-11-09 22:11:54,2017-11-14 22:09:25,2017-11-30 23:59:59,17
1096312,2017-11-09 22:15:11,2017-11-14 22:07:43,2017-12-15 23:59:59,102
1096316,2017-11-09 22:16:03,2017-11-14 22:14:26,2017-12-15 23:59:59,102
1096319,2017-11-09 22:20:54,2017-11-14 22:17:43,2017-12-15 23:59:59,102
1096323,2017-11-09 22:25:11,2017-11-14 22:24:07,2017-12-15 23:59:59,102
1096335,2017-11-09 22:54:07,2017-11-09 22:54:07,2018-11-09 22:54:07,10001
1096336,2017-11-09 22:57:36,2017-11-14 22:54:58,2017-12-01 23:59:59,88
1096341,2017-11-09 23:09:38,2017-11-14 23:07:26,2017-12-15 23:59:59,102
1096345,2017-11-09 23:18:28,2017-11-09 23:18:28,2018-11-09 23:18:28,10001
1091118,2017-11-09 23:27:44,2017-12-01 00:00:00,2017-12-15 23:59:59,15
1096353,2017-11-09 23:52:58,2017-11-14 23:45:24,2017-12-15 23:59:59,102
1096356,2017-11-10 00:27:03,2017-11-15 00:25:25,2017-12-15 23:59:59,101
1091341,2017-11-10 00:30:24,2017-11-10 00:30:24,2017-12-10 00:30:24,101
1082172,2017-11-10 01:26:27,2017-11-10 01:26:27,2017-12-10 01:26:27,101
1096392,2017-11-10 04:27:06,2017-11-15 04:23:51,2017-12-01 23:59:59,87
1090819,2017-11-10 04:41:59,2017-11-10 04:41:59,2017-12-10 04:41:59,101
1085640,2017-11-10 05:33:29,2017-11-10 05:33:29,2017-11-24 05:33:29,15
1096405,2017-11-10 06:13:05,2017-11-15 06:11:06,2017-12-01 23:59:59,87
1096406,2017-11-10 06:15:35,2017-11-10 06:15:35,2018-11-10 06:15:35,10001
1096420,2017-11-10 07:35:03,2017-11-15 07:30:46,2017-12-15 23:59:59,101
1096436,2017-11-10 08:29:06,2017-11-10 08:29:06,2018-11-10 08:29:06,10001
1089134,2017-11-10 08:32:51,2017-11-10 08:32:51,2017-11-30 23:59:59,21
1096447,2017-11-10 09:04:57,2017-11-15 09:01:57,2017-11-30 23:59:59,16
1096453,2017-11-10 09:12:09,2017-11-15 09:10:53,2017-12-15 23:59:59,101
1096458,2017-11-10 09:21:19,2017-11-10 09:21:19,2018-11-10 09:21:19,10001
1096457,2017-11-10 09:22:02,2017-11-15 09:19:30,2017-12-15 23:59:59,101
1096459,2017-11-10 09:24:36,2017-11-10 09:24:36,2018-11-10 09:24:36,10001
1096466,2017-11-10 09:39:29,2017-11-10 09:39:29,2018-11-10 09:39:29,10001
1096471,2017-11-10 09:54:47,2017-11-15 09:51:06,2017-12-15 23:59:59,101
1096473,2017-11-10 10:02:38,2017-11-15 10:00:07,2017-11-30 23:59:59,16
1096476,2017-11-10 10:07:26,2017-11-10 10:07:26,2018-11-10 10:07:26,10001
1089519,2017-11-10 10:07:55,2017-11-10 10:07:55,2017-11-30 23:59:59,21
1096475,2017-11-10 10:20:22,2017-11-15 10:06:25,2017-11-30 23:59:59,16
1096494,2017-11-10 10:45:10,2017-11-15 10:43:36,2017-11-30 23:59:59,16
1096499,2017-11-10 11:08:39,2017-11-10 11:08:39,2018-11-10 11:08:39,10001
1096516,2017-11-10 12:01:22,2017-11-15 11:58:51,2017-12-15 23:59:59,101
1096520,2017-11-10 12:01:37,2017-11-15 11:59:32,2017-12-15 23:59:59,101
1096519,2017-11-10 12:03:08,2017-11-15 11:59:57,2017-12-15 23:59:59,101
1096521,2017-11-10 12:07:47,2017-11-15 12:03:26,2017-12-15 23:59:59,101
1096522,2017-11-10 12:12:51,2017-11-15 12:06:31,2017-12-15 23:59:59,101
1096524,2017-11-10 12:13:56,2017-11-15 12:11:48,2017-12-15 23:59:59,101
1091099,2017-11-10 12:22:40,2017-11-10 12:22:40,2017-12-15 23:59:59,106
1096529,2017-11-10 12:23:43,2017-11-15 12:21:52,2017-12-15 23:59:59,101
1096321,2017-11-10 12:24:47,2017-11-14 22:50:14,2017-12-15 23:59:59,102
1096530,2017-11-10 12:25:07,2017-11-15 12:20:44,2017-12-15 23:59:59,101
1096535,2017-11-10 12:28:59,2017-11-15 12:25:15,2017-12-15 23:59:59,101
1096538,2017-11-10 12:31:02,2017-11-15 12:28:40,2017-11-30 23:59:59,16
1096539,2017-11-10 12:31:21,2017-11-15 12:29:37,2017-11-30 23:59:59,16
1096549,2017-11-10 13:02:08,2017-11-15 12:59:57,2017-12-15 23:59:59,101
1096547,2017-11-10 13:03:03,2017-11-15 12:53:20,2017-11-30 23:59:59,16
1096553,2017-11-10 13:12:36,2017-11-15 13:09:23,2017-11-30 23:59:59,16
1096552,2017-11-10 13:19:24,2017-11-10 13:19:24,2018-11-10 13:19:24,10001
1096556,2017-11-10 13:21:20,2017-11-10 13:21:20,2018-11-10 13:21:20,10001
1096558,2017-11-10 13:35:22,2017-11-15 13:31:21,2017-12-15 23:59:59,101
1096564,2017-11-10 13:50:41,2017-11-15 13:48:52,2017-12-15 23:59:59,101
1096566,2017-11-10 13:52:14,2017-11-10 13:52:14,2017-11-30 23:59:59,21
1096571,2017-11-10 14:02:43,2017-11-15 14:00:12,2017-12-15 23:59:59,101
1096576,2017-11-10 14:12:02,2017-11-15 14:08:55,2017-12-15 23:59:59,101
1096578,2017-11-10 14:14:06,2017-11-15 14:12:36,2017-12-15 23:59:59,101
1096209,2017-11-10 14:16:54,2017-11-14 17:49:56,2017-11-30 23:59:59,17
1096581,2017-11-10 14:22:49,2017-11-15 14:20:04,2017-12-15 23:59:59,101
1091121,2017-11-10 14:26:35,2017-11-10 14:26:35,2017-12-15 23:59:59,106
1096591,2017-11-10 14:52:40,2017-11-15 14:49:06,2017-12-15 23:59:59,101
1096594,2017-11-10 15:07:00,2017-11-15 14:53:52,2017-12-15 23:59:59,101
1095542,2017-11-10 15:20:15,2017-11-13 09:57:33,2017-12-15 23:59:59,103
1093686,2017-11-10 15:22:55,2017-11-10 15:22:55,2018-11-10 15:22:55,10001
1096542,2017-11-10 15:33:01,2017-11-15 12:31:32,2017-12-15 23:59:59,101
1093644,2017-11-10 15:50:41,2017-11-10 15:50:41,2017-11-30 23:59:59,21
1096613,2017-11-10 15:57:29,2017-11-15 15:55:08,2017-12-15 23:59:59,101
1092127,2017-11-10 16:05:22,2017-11-10 16:05:22,2017-12-10 16:05:22,101
1096620,2017-11-10 16:26:19,2017-11-10 16:26:19,2018-11-10 16:26:19,10001
1094048,2017-11-10 17:09:36,2017-11-10 17:09:36,2017-12-15 23:59:59,106
1096634,2017-11-10 17:13:57,2017-11-15 17:09:25,2017-12-15 23:59:59,101
1096595,2017-11-10 17:41:11,2017-11-15 14:56:54,2017-12-15 23:59:59,101
1096642,2017-11-10 17:53:12,2017-11-15 17:50:09,2017-12-15 23:59:59,101
1095631,2017-11-10 17:56:01,2017-11-10 17:56:01,2018-11-10 17:56:01,10001
1096650,2017-11-10 18:15:15,2017-11-10 18:15:15,2018-11-10 18:15:15,10001
1096653,2017-11-10 18:19:35,2017-11-10 18:19:35,2018-11-10 18:19:35,10001
1096651,2017-11-10 18:23:41,2017-11-15 18:16:06,2017-12-15 23:59:59,101
1095307,2017-11-10 18:31:15,2017-11-10 18:31:15,2018-11-10 18:31:15,10001
1096657,2017-11-10 18:35:26,2017-11-15 18:32:39,2017-12-15 23:59:59,101
1096658,2017-11-10 18:39:17,2017-11-10 18:39:17,2018-11-10 18:39:17,10001
1096660,2017-11-10 18:41:10,2017-11-10 18:41:10,2018-11-10 18:41:10,10001
1096659,2017-11-10 18:42:54,2017-11-15 18:40:23,2017-12-15 23:59:59,101
1096673,2017-11-10 19:12:08,2017-11-10 19:12:08,2018-11-10 19:12:08,10001
1096510,2017-11-10 19:30:11,2017-11-15 11:41:20,2017-12-15 23:59:59,101
1096689,2017-11-10 19:51:16,2017-11-10 19:51:16,2018-11-10 19:51:16,10001
1096688,2017-11-10 19:51:25,2017-11-15 19:50:08,2017-12-15 23:59:59,101
1096694,2017-11-10 20:00:07,2017-11-10 20:00:07,2018-11-10 20:00:07,10001
1096693,2017-11-10 20:00:11,2017-11-15 19:58:17,2017-11-30 23:59:59,16
1096697,2017-11-10 20:21:40,2017-11-15 20:11:44,2017-12-15 23:59:59,101
1096698,2017-11-10 20:22:45,2017-11-15 20:19:53,2018-11-15 20:19:53,10001
1080740,2017-11-10 20:28:59,2017-11-10 20:28:59,2017-12-11 20:28:59,102
1083993,2017-11-10 20:48:21,2017-11-10 20:48:21,2018-11-10 20:48:21,10001
1096308,2017-11-10 21:24:23,2017-11-14 22:05:13,2017-12-15 23:59:59,102
1091082,2017-11-10 21:26:48,2017-11-10 21:26:48,2017-12-15 23:59:59,106
1094318,2017-11-10 21:43:59,2017-11-10 21:43:59,2017-12-11 21:43:59,102
1094687,2017-11-10 21:45:16,2017-11-11 16:16:29,2017-12-15 23:59:59,105
1093706,2017-11-10 22:04:06,2017-11-10 22:04:06,2017-12-15 23:59:59,106
1096717,2017-11-10 22:28:06,2017-11-10 22:28:06,2018-11-10 22:28:06,10001
1096718,2017-11-10 22:46:14,2017-11-15 22:43:50,2017-12-15 23:59:59,101
1096721,2017-11-10 23:09:42,2017-11-10 23:09:42,2018-11-10 23:09:42,10001
1092547,2017-11-10 23:15:58,2017-11-10 23:15:58,2017-12-15 23:59:59,106
1096645,2017-11-11 00:37:27,2017-11-15 18:00:55,2018-11-15 18:00:55,10001
1096737,2017-11-11 00:55:18,2017-11-16 00:52:33,2017-12-15 23:59:59,100
1092301,2017-11-11 00:56:45,2017-11-11 00:56:45,2018-11-11 00:56:45,10001
1094097,2017-11-11 01:02:33,2017-11-11 01:02:33,2018-11-11 01:02:33,10001
1096740,2017-11-11 01:28:11,2017-11-16 01:26:55,2017-12-01 23:59:59,86
1094817,2017-11-11 01:33:53,2017-11-11 23:42:32,2017-12-15 23:59:59,105
1090998,2017-11-11 01:40:37,2017-11-11 01:40:37,2017-12-12 01:40:37,102
1092625,2017-11-11 02:13:24,2017-11-11 02:13:24,2017-11-25 02:13:24,15
1093783,2017-11-11 04:11:18,2017-11-11 04:11:18,2017-11-25 04:11:18,15
1096814,2017-11-11 08:25:03,2017-11-16 08:20:57,2017-12-01 23:59:59,86
1094083,2017-11-11 08:49:57,2017-11-11 08:49:57,2017-12-12 08:49:57,102
1096833,2017-11-11 09:35:56,2017-11-16 09:34:19,2017-12-15 23:59:59,100
1096841,2017-11-11 09:48:11,2017-11-11 09:48:11,2018-11-11 09:48:11,10001
1096845,2017-11-11 10:01:30,2017-11-16 09:56:52,2017-12-15 23:59:59,100
1094532,2017-11-11 10:09:05,2017-11-11 10:09:05,2017-12-11 10:09:05,101
1096858,2017-11-11 10:22:46,2017-11-16 10:21:49,2017-12-16 10:21:49,101
1096859,2017-11-11 10:25:37,2017-11-16 10:23:26,2017-12-15 23:59:59,100
1096862,2017-11-11 10:30:48,2017-11-16 10:28:30,2017-11-30 23:59:59,15
1094868,2017-11-11 10:36:28,2017-11-12 03:24:51,2017-12-15 23:59:59,104
1096861,2017-11-11 10:40:41,2017-11-16 10:36:13,2017-12-15 23:59:59,100
1094344,2017-11-11 11:11:33,2017-11-11 11:11:33,2018-01-10 11:11:33,9000
1096875,2017-11-11 11:16:58,2017-11-16 11:14:24,2017-12-15 23:59:59,100
1096922,2017-11-11 13:28:21,2017-11-16 13:22:39,2017-12-15 23:59:59,100
1088674,2017-11-11 13:44:15,2017-11-11 13:44:15,2017-11-30 23:59:59,20
1096304,2017-11-11 14:42:57,2017-11-14 21:58:15,2018-11-14 21:58:15,10001
1096969,2017-11-11 15:31:30,2017-11-11 15:31:30,2018-11-11 15:31:30,10001
1096984,2017-11-11 15:57:20,2017-11-16 15:55:54,2017-11-30 23:59:59,15
1096970,2017-11-11 16:01:15,2017-11-11 16:01:15,2018-11-11 16:01:15,10001
1096985,2017-11-11 16:15:36,2017-11-16 15:56:14,2017-12-16 23:59:59,101
1096993,2017-11-11 16:18:09,2017-11-16 16:15:45,2017-12-15 23:59:59,100
1096994,2017-11-11 16:18:23,2017-11-16 16:16:49,2017-11-30 23:59:59,15
1097000,2017-11-11 16:36:43,2017-11-16 16:33:26,2017-12-16 23:59:59,101
1097002,2017-11-11 16:44:10,2017-11-16 16:40:29,2017-12-16 23:59:59,101
1097018,2017-11-11 17:18:01,2017-11-16 17:14:45,2017-12-15 23:59:59,100
1097021,2017-11-11 17:24:14,2017-11-16 17:18:15,2017-11-30 23:59:59,15
1097027,2017-11-11 17:33:36,2017-11-16 17:31:41,2017-12-01 23:59:59,86
1097038,2017-11-11 17:55:52,2017-11-16 17:52:53,2017-12-15 23:59:59,100
1097047,2017-11-11 18:14:37,2017-11-16 18:08:57,2017-11-30 23:59:59,15
1097060,2017-11-11 18:40:32,2017-11-11 18:40:32,2018-11-11 18:40:32,10001
1097068,2017-11-11 19:15:46,2017-11-16 19:13:22,2017-12-15 23:59:59,100
1094483,2017-11-11 20:28:32,2017-11-11 20:28:32,2017-12-11 20:28:32,101
1087790,2017-11-11 20:39:14,2017-11-11 20:39:14,2017-12-12 20:39:14,102
1094730,2017-11-11 20:41:56,2017-11-11 20:41:56,2017-12-15 23:59:59,105
1094782,2017-11-11 22:01:30,2017-11-11 22:01:30,2017-12-11 22:01:30,101
1083466,2017-11-11 22:16:25,2017-11-11 22:16:25,2017-12-15 23:59:59,105
1097111,2017-11-11 22:21:21,2017-11-16 22:20:06,2018-04-01 23:59:59,9286
1094074,2017-11-11 22:23:07,2017-11-11 22:23:07,2017-12-12 22:23:07,102
1094796,2017-11-11 22:31:55,2017-11-11 22:31:55,2017-12-12 22:31:55,102
1096533,2017-11-11 22:40:04,2017-11-15 12:23:01,2017-12-15 23:59:59,101
1097172,2017-11-12 04:28:11,2017-11-17 04:22:52,2017-11-30 23:59:59,14
